name,radius,mass,ExoRM,Forecaster,ExoRM res,Forecaster res
WASP-48 b,1.2723,2.4952,2.6198,4.6791,0.12458,2.1839
WASP-49 b,1.128,2.1032,2.6355,2.0722,0.53236,0.030971
Qatar-4 b,1.1046,3.2875,2.6883,2.0324,0.59926,1.2552
Qatar-5 b,1.0937,3.1377,2.6946,2.0139,0.44305,1.1237
Qatar-6 b,1.0757,2.327,2.6774,1.9833,0.35047,0.34362
Qatar-7 b,1.28,2.7764,2.6284,4.6879,0.14797,1.9115
Qatar-8 b,1.1585,2.0716,2.58,4.5499,0.50844,2.4783
Qatar-9 b,1.0535,2.5777,2.6099,1.9456,0.032156,0.63214
HATS-77 b,1.1159,2.6402,2.668,2.0516,0.027855,0.58858
HATS-41 b,1.1734,3.489,2.5684,4.5669,0.92057,1.0779
HATS-42 b,1.1957,2.7764,2.5686,4.5922,0.20771,1.8158
HATS-43 b,1.1214,1.9188,2.6531,2.061,0.7343,0.1422
HATS-44 b,1.0777,2.2504,2.6811,1.9868,0.4307,0.26357
TOI-178 g,0.45788,0.5955,1.1856,0.93443,0.59006,0.33894
HATS-76 b,1.0826,2.922,2.688,1.9951,0.23396,0.92693
WASP-88 b,1.28,2.2581,2.6284,4.6879,0.37032,2.4298
HATS-67 b,1.2762,2.6636,2.624,4.6835,0.039547,2.0199
HD 3167 c,0.47857,0.99123,1.2162,0.96955,0.22498,0.021673
HD 3167 b,0.23045,0.7007,0.81358,0.5483,0.11288,0.1524
WASP-89 b,1.0666,3.2656,2.6559,1.9679,0.6097,1.2977
HATS-59 b,1.1011,2.4085,2.6917,2.0265,0.28315,0.38204
HATS-60 b,1.1114,2.3231,2.6777,2.044,0.35467,0.27909
WASP-55 b,1.1635,2.2588,2.5749,4.5556,0.31611,2.2968
WASP-56 b,1.0878,2.2588,2.6927,2.0039,0.43392,0.25494
WASP-57 b,1.0708,2.3111,2.6668,1.975,0.35575,0.33611
WASP-64 b,1.1537,2.6063,2.5859,2.1158,0.020471,0.49049
WASP-58 b,1.2049,2.489,2.5715,4.6026,0.082534,2.1136
HATS-61 b,1.1269,3.0337,2.6383,2.0703,0.39537,0.96333
HATS-62 b,1.0728,1.755,2.6716,1.9785,0.91652,0.22342
WASP-59 b,0.93887,2.4382,1.9365,1.751,0.50169,0.68715
HATS-64 b,1.2746,2.4845,2.6223,4.6817,0.13783,2.1973
WASP-60 b,0.98408,2.2131,2.1814,1.8278,0.031773,0.38534
WASP-61 b,1.143,2.816,2.6029,2.0976,0.21314,0.71845
WASP-62 b,1.1926,2.2565,2.5679,4.5886,0.31134,2.3321
WASP-65 b,1.0957,2.6925,2.6944,2.0172,0.0019165,0.67527
HATS-57 b,1.1061,3.0001,2.6863,2.035,0.31374,0.96513
HATS-56 b,1.2769,2.2818,2.6249,4.6844,0.34309,2.4026
WASP-54 b,1.2482,2.273,2.597,4.6518,0.32396,2.3787
HATS-66 b,1.1991,3.2289,2.5696,4.596,0.65933,1.3671
WASP-69 b,1.0949,1.9646,2.6946,2.0159,0.72997,0.051349
WASP-68 b,1.1701,2.5356,2.5701,4.5632,0.034442,2.0275
HD 2685 b,1.2079,2.5704,2.5726,4.606,0.0022545,2.0357
WASP-50 b,1.1163,2.6692,2.6671,2.0522,0.0020258,0.61692
WASP-52 b,1.1535,2.1649,2.5861,2.1155,0.42119,0.04948
WASP-67 b,1.0874,2.1107,2.6925,2.0032,0.58177,0.10749
Qatar-3 b,1.0894,3.1367,2.6936,2.0066,0.44306,1.1301
HATS-50 b,1.1026,2.0933,2.6903,2.0291,0.59706,0.06415
WASP-53 b,1.0806,2.831,2.6854,1.9916,0.14554,0.83935
WASP-66 b,1.1957,2.8733,2.5686,4.5922,0.30462,1.7189
HATS-52 b,1.1901,2.8524,2.5673,4.5858,0.2851,1.7333
HATS-53 b,1.1767,2.2767,2.5672,4.5706,0.29052,2.2939
HATS-54 b,1.056,2.379,2.6202,1.95,0.24119,0.42902
HATS-65 b,1.2259,2.4165,2.5814,4.6265,0.16486,2.21
HATS-55 b,1.1468,2.4665,2.5962,2.1041,0.12974,0.36234
HATS-51 b,1.1988,2.3876,2.5695,4.5957,0.18195,2.2081
HATS-63 b,1.1313,2.4845,2.6276,2.0777,0.1431,0.40675
Qatar-2 b,1.1479,2.8991,2.5945,2.1059,0.30457,0.7932
HATS-40 b,1.2482,2.7036,2.597,4.6518,0.10659,1.9482
HAT-P-7 b,1.1773,2.7516,2.5671,4.5713,0.18456,1.8197
WASP-79 b,1.3096,2.428,2.6673,4.7215,0.23925,2.2935
WASP-71 b,1.1214,2.6452,2.6531,2.061,0.0079214,0.58418
WASP-47 e,0.2572,0.83059,0.89457,0.59372,0.063978,0.23687
HAT-P-5 b,1.1479,2.5275,2.5945,2.1059,0.066995,0.42162
HD 1397 b,1.0594,2.0669,2.6329,1.9558,0.56608,0.1111
HATS-33 b,1.1395,2.5785,2.6096,2.0916,0.031166,0.48684
HATS-32 b,1.1461,2.466,2.5974,2.1029,0.13138,0.36305
WASP-78 b,1.3351,2.5475,2.7082,4.7504,0.16066,2.2029
WASP-73 b,1.114,2.7761,2.6723,2.0484,0.1038,0.72769
HATS-31 b,1.2644,2.4467,2.6116,4.6702,0.16496,2.2235
HATS-30 b,1.1196,2.351,2.6584,2.0579,0.30738,0.2931
HATS-12 b,1.1907,2.8806,2.5675,4.5865,0.31312,1.7059
HATS-29 b,1.1468,2.3171,2.5962,2.1041,0.27909,0.21299
HATS-28 b,1.1266,2.3296,2.6392,2.0697,0.30968,0.25983
HATS-27 b,1.2257,2.2265,2.5812,4.6262,0.35476,2.3997
HATS-26 b,1.2926,2.3151,2.6438,4.7022,0.32867,2.3871
HATS-25 b,1.1499,2.2897,2.5913,2.1094,0.3016,0.18025
HATS-24 b,1.1941,2.8563,2.5683,4.5904,0.28805,1.7341
HATS-23 b,1.3191,2.6695,2.6816,4.7322,0.012114,2.0627
WASP-74 b,1.1831,2.3595,2.5664,4.5779,0.20685,2.2183
HATS-22 b,1.0287,2.9399,2.4834,1.9035,0.45652,1.0364
HATS-13 b,1.1331,2.2745,2.6234,2.0808,0.34886,0.19375
HATS-18 b,1.1731,2.7988,2.5685,4.5665,0.23021,1.7678
WASP-75 b,1.1534,2.5328,2.5863,2.1152,0.053532,0.41756
HATS-17 b,0.93999,2.6287,1.9417,1.753,0.68699,0.8757
HATS-16 b,1.1635,3.0167,2.5749,4.5556,0.4418,1.5389
HAT-P-4 b,1.1547,2.3289,2.5845,2.1175,0.25563,0.21136
WASP-76 b,1.3156,2.4612,2.6762,4.7282,0.21493,2.267
HATS-34 b,1.2049,2.4758,2.5715,4.6026,0.095716,2.1268
WASP-80 b,1.0282,2.2457,2.4806,1.9027,0.23496,0.34296
WASP-72 b,1.1534,2.6914,2.5863,2.1152,0.10511,0.5762
TOI-125 d,0.46687,1.1335,1.1988,0.94969,0.06522,0.18385
HAT-P-8 b,1.2257,2.6338,2.5812,4.6262,0.052579,1.9924
WASP-47 d,0.5523,1.1523,1.3248,1.0947,0.17256,0.057546
WASP-47 b,1.1092,2.5729,2.6816,2.0403,0.10872,0.53256
HATS-11 b,1.2219,2.4213,2.5791,4.6219,0.15785,2.2006
WASP-46 b,1.1668,2.8246,2.5722,4.5594,0.25237,1.7348
Qatar-1 b,1.1072,2.6138,2.6847,2.0369,0.070956,0.5769
WASP-45 b,1.114,2.5052,2.6724,2.0484,0.16715,0.4568
WASP-87 b,1.191,2.8407,2.5675,4.5869,0.27311,1.7462
HATS-35 b,1.2151,2.5893,2.5757,4.6142,0.01355,2.0249
WASP-84 c,0.29003,1.1818,0.96,0.64946,0.22184,0.53238
HATS-38 b,0.83774,1.3714,1.6329,1.5793,0.26146,0.20792
WASP-44 b,1.1065,2.4511,2.6858,2.0356,0.23477,0.41549
WASP-84 b,1.0302,2.3424,2.4927,1.9061,0.15028,0.43632
HR 2562 b,1.0949,3.9793,2.6946,2.0159,1.2848,1.9634
WASP-83 b,1.0666,1.9793,2.6559,1.9679,0.67661,0.011404
HATS-39 b,1.2455,2.3015,2.5948,4.6487,0.29325,2.3471
WASP-91 b,1.0624,2.6293,2.6431,1.9608,0.013801,0.66851
TOI-125 c,0.44075,0.82151,1.1608,0.90535,0.33934,0.083837
TOI-125 b,0.43553,0.97772,1.1535,0.89648,0.17581,0.081245
WASP-81 b,1.2046,2.3649,2.5714,4.6023,0.20647,2.2373
HAT-P-6 b,1.1941,2.5287,2.5683,4.5904,0.039524,2.0617
HR 8799 e,1.1178,3.5022,2.6634,2.0548,0.83881,1.4474
WASP-82 b,1.2826,2.5991,2.6314,4.6908,0.032348,2.0917
HR 8799 d,1.1139,3.4771,2.6725,2.0483,0.80462,1.4288
WASP-63 b,1.1988,2.0704,2.5695,4.5957,0.49911,2.5253
HR 8799 c,1.1139,3.4771,2.6725,2.0483,0.80462,1.4288
HATS-36 b,1.1412,3.0095,2.6062,2.0946,0.40332,0.91489
HR 8799 b,1.1139,3.301,2.6725,2.0483,0.62853,1.2527
TOI-216.02,0.88593,1.4771,1.7465,1.6612,0.26941,0.18404
TOI-216.01,1.0527,2.301,2.6067,1.9443,0.30571,0.35673
TOI-2145 b,1.0785,3.2232,2.6824,1.9882,0.54076,1.235
TOI-2107 b,1.1327,2.4213,2.6242,2.0802,0.20293,0.34112
TOI-2154 b,1.2118,2.466,2.5742,4.6105,0.10826,2.1445
TOI-2109 b,1.1789,3.2029,2.5667,4.5731,0.63618,1.3702
TOI-2120 b,0.32675,0.83251,1.0391,0.71179,0.20658,0.12072
TOI-2128 b,0.31989,0.65321,1.0238,0.70015,0.37062,0.046934
TOI-2134 b,0.42975,0.96047,1.1462,0.88668,0.18572,0.073795
TOI-2158 b,1.0318,2.416,2.5024,1.9089,0.086408,0.50711
TOI-1194 b,0.94035,2.0792,1.9433,1.7536,0.13585,0.32562
TOI-1184 b,0.38197,0.83251,1.1165,0.80555,0.28398,0.026956
TOI-2136 b,0.34044,0.80414,1.0682,0.73505,0.26405,0.06909
TOI-2141 b,0.4843,1.3802,1.2249,0.97929,0.15535,0.40092
TOI-1181 b,1.2094,2.5763,2.5732,4.6077,0.0031095,2.0314
TOI-2134 c,0.86153,1.6221,1.6861,1.6198,0.063957,0.0023575
TOI-1296 b,1.1398,1.9764,2.6089,2.0922,0.63253,0.11582
TOI-2180 b,1.0539,2.9423,2.6116,1.9463,0.33066,0.99599
TOI-2498 b,0.78247,1.5393,1.5316,1.4855,0.0077749,0.053805
TOI-2524 b,1.0496,2.3084,2.5933,1.939,0.28497,0.36938
TOI-2525 b,0.93831,1.4265,1.934,1.7501,0.50748,0.32362
TOI-2525 c,1.0057,2.3198,2.3256,1.8646,0.0058711,0.45518
TOI-2529 b,1.0624,2.8714,2.6431,1.9608,0.22831,0.91062
TOI-2537 b,1.0513,2.6185,2.6009,1.9419,0.0176,0.67653
TOI-2567 b,1.0386,1.8054,2.5399,1.9203,0.73456,0.11494
TOI-2570 b,1.1349,2.416,2.6193,2.0838,0.20334,0.33221
TOI-2580 b,1.2399,2.3015,2.5906,4.6423,0.28902,2.3408
TOI-2589 b,1.083,3.0463,2.6885,1.9957,0.35777,1.0505
TOI-2641 b,1.2577,2.0888,2.6053,4.6626,0.51649,2.5738
TOI-2497 b,1.047,3.1852,2.5815,1.9346,0.6037,1.2507
TOI-2669 b,1.2951,2.2875,2.647,4.705,0.35947,2.4174
Kepler-5 b,1.2052,2.8273,2.5716,4.603,0.25567,1.7757
TOI-2796 b,1.2371,2.1456,2.5885,4.6391,0.4429,2.4935
TOI-2818 b,1.1841,2.3535,2.5664,4.579,0.21296,2.2255
TOI-2842 b,1.1088,2.0704,2.6824,2.0395,0.61201,0.030919
TOI-2977 b,1.1192,2.7275,2.6594,2.0573,0.068088,0.67023
TOI-2981 b,1.1271,2.8048,2.6379,2.0706,0.16695,0.73418
TOI-3023 b,1.2157,2.2946,2.576,4.6149,0.28141,2.3203
TOI-3071 b,0.85491,1.8338,1.6707,1.6085,0.16309,0.22527
TOI-3235 b,1.0569,2.325,2.6235,1.9514,0.29845,0.37359
TOI-3261 b,0.58206,1.4814,1.3591,1.1453,0.12232,0.33617
TOI-3321 b,1.192,2.2457,2.5677,4.5879,0.32204,2.3422
TOI-2714 b,1.1374,2.3579,2.614,2.088,0.25604,0.2699
Kepler-8 b,1.1898,2.273,2.5673,4.5854,0.29423,2.3124
TOI-2485 b,1.0842,2.8846,2.6898,1.9978,0.19479,0.88679
TOI-2447 b,0.98255,2.0966,2.1718,1.8252,0.07525,0.27138
TOI-2184 b,1.0569,2.3151,2.6235,1.9514,0.30836,0.36368
TOI-2196 b,0.54531,1.415,1.3158,1.0829,0.099164,0.33211
TOI-2202 b,1.0539,2.4925,2.6116,1.9463,0.11912,0.5462
TOI-2207 b,1.0474,2.3084,2.5835,1.9353,0.27517,0.37308
TOI-2236 b,1.1575,2.7008,2.5812,4.5488,0.11968,1.8479
TOI-2285 b,0.24055,1.29,0.84978,0.56545,0.44025,0.72459
TOI-2295 b,1.2169,2.4442,2.5766,4.6162,0.13236,2.172
Kepler-7 b,1.2596,2.1466,2.607,4.6647,0.46038,2.5181
TOI-2328 b,0.99896,1.7063,2.2786,1.8531,0.57229,0.14675
TOI-2337 b,1.0038,2.7063,2.3121,1.8613,0.39422,0.84501
TOI-2338 b,1.0496,3.2789,2.5933,1.939,0.68555,1.3399
TOI-2458 b,0.45179,1.1242,1.1767,0.92409,0.052514,0.20009
TOI-2364 b,0.93493,1.8544,1.9188,1.7444,0.064402,0.11002
TOI-2368 b,1.035,2.3151,2.5205,1.9142,0.20535,0.40086
TOI-2373 b,1.018,3.4707,2.4141,1.8855,1.0566,1.5852
TOI-2374 b,0.83315,1.7531,1.6233,1.5716,0.12983,0.18157
TOI-2379 b,1.0691,3.2626,2.6627,1.9722,0.59992,1.2905
TOI-2384 b,1.0603,2.7958,2.6359,1.9572,0.15983,0.83858
TOI-2406 b,0.45637,1.1931,1.1833,0.93186,0.0097824,0.26126
TOI-2416 b,0.99405,2.9793,2.2456,1.8447,0.73369,1.1346
TOI-2420 b,1.1767,2.4693,2.5672,4.5706,0.097964,2.1013
TOI-2421 b,1.0157,2.0246,2.3976,1.8815,0.37296,0.14313
Kepler-6 b,1.1648,2.327,2.5738,4.5571,0.24683,2.2302
TOI-2443 b,0.37346,0.68124,1.1116,0.79111,0.43034,0.10987
TOI-2095 c,0.12385,0.86923,0.43151,0.36732,0.43772,0.50191
TOI-2095 b,0.09691,0.61278,0.33495,0.32158,0.27784,0.2912
LHS 1815 b,0.036629,0.19866,0.11888,0.11888,0.079772,0.079772
TOI-2076 d,0.53541,1.4624,1.3024,1.0661,0.16002,0.39635
TOI-1244 b,0.37587,0.81954,1.1132,0.79519,0.29368,0.024353
TOI-1246 b,0.47857,0.90849,1.2162,0.96955,0.30772,0.061068
TOI-1246 c,0.38936,0.95904,1.1187,0.8181,0.15962,0.14094
TOI-1470 c,0.3927,0.85974,1.1194,0.82376,0.25962,0.035975
TOI-1246 d,0.54531,0.72428,1.3158,1.0829,0.59153,0.35859
TOI-1246 e,0.57749,1.1703,1.3543,1.1375,0.18404,0.032754
TOI-1472 b,0.61906,1.2175,1.3923,1.2081,0.17483,0.0094086
TOI-1248 b,0.83305,1.4378,1.6231,1.5714,0.18534,0.13364
TOI-1470 b,0.33846,0.86451,1.0643,0.73167,0.19983,0.13284
TOI-1468 c,0.31471,0.82217,1.0125,0.69136,0.1903,0.13081
TOI-1775 b,0.90565,1.9823,1.8051,1.6947,0.17716,0.28762
TOI-1260 b,0.36922,0.9345,1.1082,0.7839,0.17367,0.1506
TOI-1260 c,0.45025,1.0719,1.1745,0.92148,0.10259,0.15041
TOI-1260 d,0.49415,1.0734,1.2399,0.99602,0.16655,0.077334
TOI-1249 b,0.51468,1.0755,1.2718,1.0309,0.1963,0.044673
TOI-1478 b,1.0789,2.4467,2.6831,1.9889,0.23638,0.4578
TOI-150.01,1.1482,2.9019,2.5939,2.1065,0.30793,0.7954
TOI-1235 b,0.24005,0.83948,0.84799,0.5646,0.008514,0.27488
TOI-1685 b,0.23045,0.57749,0.81358,0.5483,0.23609,0.029191
TOI-1801 b,0.31785,0.75876,1.0194,0.6967,0.2606,0.062064
TOI-1670 c,1.0439,2.3015,2.567,1.9293,0.26543,0.37219
TOI-1670 b,0.31387,1.6161,1.0106,0.68993,0.6055,0.92621
TOI-1669 c,0.36105,1.1139,1.0998,0.77003,0.014138,0.34391
TOI-1634 b,0.25285,0.69108,0.88628,0.58634,0.1952,0.10474
TOI-1799 b,0.15302,0.60206,0.53605,0.41684,0.066009,0.18522
TOI-1789 b,1.2079,2.3473,2.5726,4.606,0.22534,2.2588
TOI-1794 b,0.51812,0.93952,1.2771,1.0367,0.33762,0.097188
SWEEPS-4 b,0.95804,3.082,2.031,1.7836,1.0509,1.2984
Ross 458 c,1.1465,3.2803,2.5968,2.1035,0.68357,1.1768
TOI-1601 b,1.1426,2.4978,2.6035,2.097,0.10571,0.40082
TOI-1518 b,1.3226,2.8639,2.6872,4.7362,0.17675,1.8723
TOI-1516 b,1.1831,3.0019,2.5664,4.5779,0.4355,1.576
Qatar-10 b,1.2379,2.3691,2.5891,4.6401,0.22007,2.271
TOI-1266 b,0.39058,1.2014,1.1189,0.82017,0.082512,0.38122
TOI-1803 b,0.47567,1.0137,1.2119,0.96464,0.19818,0.049043
TOI-1266 c,0.2235,0.80618,0.78866,0.5365,0.017521,0.26968
TOI-1269 b,0.38047,0.80618,1.1158,0.80301,0.30963,0.003171
TOI-1420 b,1.0752,1.3997,2.6765,1.9825,1.2768,0.58281
TOI-1416 b,0.20952,0.54158,0.73855,0.51276,0.19697,0.02882
TOI-1411 b,0.078749,0.30103,0.26985,0.26985,0.031177,0.031177
TOI-1759 b,0.48572,0.83251,1.227,0.9817,0.39451,0.14919
TOI-1408 c,0.34635,0.88081,1.0788,0.74508,0.19798,0.13573
TOI-1294 b,1.0053,1.8055,2.3228,1.8639,0.51734,0.058403
TOI-1422 b,0.59515,1.0828,1.3721,1.1675,0.28927,0.084694
TOI-1408 b,1.2257,2.7301,2.5812,4.6262,0.14884,1.8961
TOI-1347 c,0.22469,0.95424,0.79294,0.53853,0.1613,0.41572
TOI-1347 b,0.25527,1.0453,0.89088,0.59045,0.15444,0.45488
TOI-1338 b,0.88429,1.0531,1.7423,1.6584,0.6892,0.6053
TOI-3362 b,1.1072,3.2037,2.6848,2.0369,0.51892,1.1668
TOI-1333 b,1.1945,2.8769,2.5683,4.5908,0.30861,1.7138
TOI-1298 b,0.97436,2.0536,2.1223,1.8113,0.068688,0.24233
TOI-1386 b,0.79354,1.6609,1.5494,1.5043,0.1115,0.15656
TOI-1431 b,1.2228,2.9963,2.5796,4.6229,0.41675,1.6265
TOI-1437 b,0.38645,1.017,1.118,0.81315,0.10101,0.20388
TOI-1439 b,0.62765,1.5855,1.3985,1.2227,0.18693,0.36279
TOI-1272 b,0.617,1.3909,1.3907,1.2046,0.00018982,0.18635
TOI-1273 b,1.0452,1.8485,2.5733,1.9316,0.72477,0.083035
TOI-1278 b,1.087,3.7694,2.6922,2.0025,1.0772,1.7668
TOI-1279 b,0.42512,1.0253,1.1409,0.87881,0.11561,0.14649
TOI-1468 b,0.10721,0.50651,0.37186,0.33907,0.13464,0.16744
TOI-1467 b,0.22427,0.95424,0.79144,0.53781,0.1628,0.41643
TOI-1453 c,0.34713,0.46982,1.0801,0.74641,0.61028,0.27659
TOI-1453 b,0.069298,0.36549,0.23598,0.23598,0.12951,0.12951
TOI-1452 b,0.22324,0.68305,0.78773,0.53605,0.10468,0.14699
TOI-1451 b,0.41688,1.1818,1.1329,0.86482,0.048961,0.31702
TOI-1758 b,0.55113,0.83885,1.3234,1.0927,0.48451,0.2539
TOI-1448 b,0.43917,1.29,1.1586,0.90267,0.13143,0.38736
TOI-1444 b,0.1452,0.58771,0.50802,0.40356,0.079695,0.18415
TOI-1288 b,0.71933,1.6232,1.4537,1.3783,0.16956,0.24493
TOI-1443 b,0.36245,1.4771,1.1014,0.77241,0.37572,0.70472
TOI-1268 b,0.95904,1.9841,2.0364,1.7853,0.052292,0.19878
TOI-1803 c,0.63246,0.90309,1.4018,1.2308,0.49867,0.32774
TOI-1807 b,0.13672,0.40993,0.47764,0.38917,0.067703,0.020764
TOI-1231 b,0.56229,1.1875,1.3371,1.1117,0.14959,0.075818
LHS 1140 c,0.10789,0.25768,0.37429,0.34022,0.11662,0.082539
LHS 1478 b,0.094122,0.36736,0.32495,0.31684,0.042404,0.050511
LHS 1678 b,-0.15739,-0.45593,-0.57653,-0.57653,0.12059,0.12059
LHS 1678 c,-0.0078885,0.14613,-0.040676,-0.040676,0.1868,0.1868
TOI-1136 g,0.40312,1.0864,1.1234,0.84146,0.036991,0.2449
TOI-1295 b,1.1957,2.6545,2.5686,4.5922,0.085836,1.9377
LHS 1140 b,0.15534,0.82282,0.54436,0.42077,0.27846,0.40205
TOI-1899 b,1.0452,2.3283,2.5733,1.9316,0.24505,0.39669
TOI-1855 b,1.2671,2.5564,2.6143,4.6732,0.05787,2.1167
LP 890-9 b,0.12057,1.1206,0.41976,0.36176,0.70081,0.75882
LP 890-9 c,0.13577,1.4031,0.47422,0.38755,0.9289,1.0156
TOI-1853 b,0.53908,1.8645,1.3074,1.0723,0.55707,0.79223
TOI-1842 b,1.0666,1.8326,2.6559,1.9679,0.82332,0.1353
LTT 3780 b,0.12222,0.39094,0.42565,0.36454,0.034713,0.026392
TOI-1898 b,0.97292,2.1106,2.1139,1.8089,0.0032847,0.30172
TOI-1173 b,0.96332,1.4378,2.0595,1.7926,0.62172,0.35481
TOI-1174 b,0.39906,1.5051,1.1215,0.83457,0.38369,0.67058
TOI-1180 b,0.48233,1.0,1.2219,0.97594,0.22188,0.024063
TOI-2076 c,0.56755,1.7404,1.3432,1.1206,0.39711,0.61974
TOI-2076 b,0.44258,1.2068,1.1635,0.90845,0.043373,0.29837
TOI-2046 b,1.2079,2.8639,2.5726,4.606,0.29129,1.7421
Kepler-9 b,0.88873,1.6433,1.754,1.6659,0.11065,0.022595
Kepler-9 c,0.90741,1.4757,1.811,1.6976,0.33538,0.22197
Kepler-9 d,0.17811,0.92504,0.626,0.45945,0.29904,0.46559
TOI-2025 b,1.0976,3.1456,2.6938,2.0206,0.45184,1.1251
TOI-2019 b,0.72695,1.5366,1.4609,1.3913,0.07562,0.1453
TOI-2018 b,0.35564,0.96379,1.093,0.76085,0.12918,0.20293
TOI-2015 b,0.5302,1.2148,1.295,1.0572,0.080172,0.15763
TOI-2010 b,1.0724,2.6114,2.6707,1.9778,0.059224,0.63366
TOI-2005 b,1.0789,3.3084,2.6831,1.9889,0.62532,1.3195
TOI-2000 c,0.91062,1.9122,1.8222,1.7031,0.090048,0.20912
TOI-2000 b,0.43136,1.0414,1.1482,0.88941,0.10676,0.15198
TOI-1994 b,1.1359,3.8466,2.617,2.0856,1.2296,1.761
TOI-1199 b,1.0218,1.8806,2.4395,1.8918,0.55886,0.011207
LTT 3780 c,0.38382,0.79865,1.1172,0.80868,0.31856,0.010034
LTT 9779 b,0.67394,1.4672,1.4227,1.3013,0.04447,0.1659
TOI-1836 c,0.41495,0.90309,1.1313,0.86155,0.22817,0.041541
TOI-1130 c,1.2257,2.489,2.5812,4.6262,0.09227,2.1372
TOI-1130 b,0.56348,1.2967,1.3385,1.1137,0.041851,0.18295
TOI-1107 b,1.1635,3.0272,2.5749,4.5556,0.45229,1.5284
TOI-1075 b,0.2531,0.99782,0.88674,0.58675,0.11108,0.41107
TOI-1064 c,0.42341,0.39794,1.1391,0.87591,0.74116,0.47797
TOI-1064 b,0.4128,1.1303,1.1295,0.85789,0.00078586,0.27245
TOI-1710 b,0.71627,1.3502,1.4509,1.3731,0.10069,0.02287
TOI-1062 b,0.35507,1.0065,1.0922,0.75988,0.085716,0.24659
TOI-1052 b,0.45788,1.2279,1.1856,0.93443,0.042334,0.29345
TOI-1776 b,0.084979,0.14613,0.29218,0.29218,0.14606,0.14606
TOI-1696 b,0.51055,1.7528,1.2654,1.0238,0.48745,0.72897
TOI-1695 b,0.3075,0.74036,0.99684,0.67911,0.25648,0.061252
TOI-1694 b,0.7356,1.4166,1.4699,1.4059,0.05324,0.0107
TOI-1691 b,0.55207,1.1644,1.3245,1.0943,0.1602,0.070014
TOI-1811 b,1.047,2.4899,2.5815,1.9346,0.091676,0.5553
TOI-1135 b,0.95521,1.7111,2.0162,1.7788,0.30509,0.067657
TOI-2088 b,0.56622,1.5682,1.3417,1.1184,0.22649,0.44984
TOI-1136 b,0.27875,1.4914,0.93696,0.63031,0.55441,0.86105
TOI-1723 b,0.51747,1.017,1.2761,1.0356,0.25911,0.018566
TOI-1836 b,0.93266,1.466,1.9088,1.7405,0.44285,0.27453
TOI-1824 b,0.43836,1.2041,1.1574,0.90128,0.046676,0.30284
TOI-1749 d,0.4014,1.1761,1.1225,0.83854,0.053591,0.33755
TOI-1136 f,0.5724,1.5051,1.3487,1.1289,0.15642,0.37629
TOI-1823 b,0.87741,1.8287,1.7247,1.6467,0.10393,0.18196
TOI-1136 e,0.4058,1.3802,1.1248,0.84601,0.25538,0.5342
TOI-1749 c,0.32634,1.1461,1.0382,0.7111,0.10796,0.43503
TOI-1201 b,0.38292,0.79796,1.1169,0.80716,0.31892,0.0092002
TOI-1136 d,0.66475,1.0899,1.4189,1.2857,0.32899,0.19575
TOI-1136 c,0.4424,0.88081,1.1632,0.90815,0.28238,0.027334
NGTS-3 A b,1.2198,2.8788,2.578,4.6196,0.30073,1.7408
TOI-1749 b,0.14301,1.7559,0.5002,0.39986,1.2557,1.356
TOI-1742 b,0.37385,0.98677,1.1119,0.79176,0.12508,0.19501
TOI-1736 b,0.4843,1.0755,1.2249,0.97929,0.14931,0.09626
TOI-1728 b,0.70329,1.4278,1.4403,1.3511,0.012536,0.076722
TOI-1820 b,1.1065,2.8639,2.6858,2.0356,0.17809,0.82832
TOI-3364 b,1.0874,2.7249,2.6925,2.0032,0.032433,0.7217
WASP-176 b,1.2271,2.4342,2.5821,4.6278,0.14792,2.1937
TOI-3568 b,0.72428,1.4216,1.4583,1.3867,0.036721,0.034888
HD 21520 b,0.43088,1.248,1.1476,0.88859,0.10042,0.35938
HD 21749 c,-0.049635,0.5682,-0.19031,-0.19031,0.75851,0.75851
HD 22946 d,0.41614,1.4244,1.1322,0.86357,0.29214,0.56082
HD 23472 b,0.30103,0.92012,0.98303,0.66813,0.062908,0.25199
HD 23472 c,0.33224,1.235,1.0514,0.72111,0.18363,0.51391
HD 23472 d,-0.12494,-0.25964,-0.46021,-0.46021,0.20057,0.20057
HD 20329 b,0.23553,0.8704,0.83179,0.55692,0.038617,0.31348
HD 23472 e,-0.087247,-0.14267,-0.32511,-0.32511,0.18245,0.18245
HD 25463 b,0.4183,0.92942,1.1341,0.86723,0.20472,0.062184
HD 25463 c,0.13467,0.63347,0.47029,0.38569,0.16318,0.24778
HD 28109 b,0.34223,1.2671,1.0715,0.73807,0.19556,0.529
HD 28109 c,0.62634,0.89998,1.3976,1.2204,0.49764,0.32046
HD 28109 d,0.51188,0.75442,1.2675,1.0261,0.51305,0.27169
HD 35843 c,0.40483,1.0538,1.1243,0.84437,0.070427,0.20948
HD 23472 f,0.05576,-0.11351,0.18746,0.18746,0.30097,0.30097
HD 42813 b,0.53483,0.77085,1.3016,1.0651,0.53072,0.29422
HD 18599 b,0.43136,1.4065,1.1482,0.88941,0.25839,0.51713
HD 15337 c,0.40175,0.94399,1.1227,0.83913,0.17868,0.10486
HAT-P-58 b,1.1741,2.0727,2.5681,4.5676,0.49539,2.4949
HAT-P-59 b,1.0999,2.6897,2.6925,2.0245,0.0028192,0.66519
